,date,total crashes,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,day_of_week
631,2022-09-24,3.0,16.1,9.0,12.6,16.1,7.3,12.2,7.0,70.5,0.0,0,0.0,rain,0.0,0.0,26.8,20.2,6.4,1018.0,17.2,11.7,165.3,14.3,6,2022-09-24T06:59:27,2022-09-24T19:04:27,0.95,Clear,Clear conditions throughout the day.,clear-day,7
632,2022-09-25,1.0,15.0,7.0,11.1,15.0,5.5,10.5,6.6,74.3,0.0,0,0.0,,0.0,0.0,32.1,27.2,293.8,1019.5,25.2,11.7,136.5,11.6,6,2022-09-25T07:01:04,2022-09-25T19:02:09,0.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,8
633,2022-09-26,6.0,15.0,10.1,12.7,15.0,10.1,12.7,8.7,77.8,4.444,100,29.17,rain,0.0,0.0,43.2,30.9,287.8,1005.4,77.8,10.1,95.9,8.3,5,2022-09-26T07:02:40,2022-09-26T18:59:51,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,2
634,2022-09-27,0.0,13.9,9.0,11.1,13.9,7.3,10.7,7.9,81.1,0.582,100,20.83,rain,0.0,0.0,42.9,33.0,277.4,1003.3,71.9,10.5,78.4,7.0,4,2022-09-27T07:04:17,2022-09-27T18:57:34,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,3
635,2022-09-28,3.0,14.0,7.1,10.2,14.0,4.7,9.2,6.6,78.9,0.114,100,12.5,rain,0.0,0.0,25.9,18.3,296.5,1001.4,26.4,11.2,114.8,10.0,5,2022-09-28T07:05:54,2022-09-28T18:55:16,0.09,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,4
636,2022-09-29,3.0,14.0,7.0,10.5,14.0,5.2,9.8,8.4,86.8,2.694,100,20.83,rain,0.0,0.0,29.9,16.6,345.1,1004.3,68.3,10.0,70.8,6.3,4,2022-09-29T07:07:32,2022-09-29T18:52:59,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,5
637,2022-09-30,6.0,15.0,8.3,11.7,15.0,7.3,11.4,10.5,93.0,4.68,100,50.0,rain,0.0,0.0,51.2,33.2,210.0,1004.9,50.5,9.1,38.6,3.4,2,2022-09-30T07:09:09,2022-09-30T18:50:42,0.16,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,6
638,2022-10-01,4.0,16.2,12.1,14.1,16.2,12.1,14.1,11.8,86.2,3.316,100,20.83,rain,0.0,0.0,47.5,33.3,254.8,1007.6,65.6,10.5,116.1,10.1,6,2022-10-01T07:10:47,2022-10-01T18:48:26,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,7
639,2022-10-02,2.0,17.0,10.9,13.5,17.0,10.9,13.5,10.3,82.0,4.071,100,33.33,rain,0.0,0.0,29.1,13.0,284.8,1020.5,64.5,10.3,144.6,12.4,6,2022-10-02T07:12:25,2022-10-02T18:46:09,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,8
640,2022-10-03,4.0,17.0,9.8,13.4,17.0,8.3,13.1,10.1,80.8,0.075,100,4.17,rain,0.0,0.0,23.9,16.4,147.6,1024.4,54.4,10.8,106.1,9.2,4,2022-10-03T07:14:03,2022-10-03T18:43:54,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,2
641,2022-10-04,3.0,17.0,13.1,14.7,17.0,13.1,14.7,12.6,87.5,0.171,100,8.33,rain,0.0,0.0,33.6,25.2,189.8,1015.8,95.5,11.0,64.9,5.6,3,2022-10-04T07:15:42,2022-10-04T18:41:38,0.31,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,3
642,2022-10-05,1.0,17.0,10.0,13.8,17.0,6.9,13.7,11.5,85.8,1.435,100,29.17,rain,0.0,0.0,60.3,39.6,227.0,1011.4,79.8,10.8,50.8,4.6,2,2022-10-05T07:17:20,2022-10-05T18:39:23,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,4
643,2022-10-06,2.0,17.1,9.9,12.8,17.1,7.2,12.3,9.1,78.4,0.038,100,4.17,rain,0.0,0.0,33.6,23.4,227.3,1026.4,55.2,10.6,126.7,11.0,6,2022-10-06T07:18:59,2022-10-06T18:37:09,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,5
644,2022-10-07,0.0,17.0,11.0,13.1,17.0,11.0,13.1,10.5,84.7,0.708,100,20.83,rain,0.0,0.0,51.8,31.5,229.7,1019.6,57.7,10.3,100.0,8.6,5,2022-10-07T07:20:39,2022-10-07T18:34:55,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,6
645,2022-10-08,5.0,15.1,7.8,10.8,15.1,5.7,10.1,7.2,79.6,0.068,100,8.33,rain,0.0,0.0,25.9,18.1,250.6,1023.0,8.6,10.8,142.0,12.1,5,2022-10-08T07:22:18,2022-10-08T18:32:41,0.45,Rain,Clear conditions throughout the day with rain clearing later.,rain,7
646,2022-10-09,2.0,16.1,8.3,12.0,16.1,6.3,11.5,7.5,74.8,0.064,100,4.17,rain,0.0,0.0,31.4,25.4,161.8,1016.1,45.7,11.8,103.3,8.8,4,2022-10-09T07:23:58,2022-10-09T18:30:28,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,8
647,2022-10-10,3.0,15.0,8.3,11.8,15.0,5.9,11.3,7.2,74.6,2.857,100,41.67,rain,0.0,0.0,27.9,20.5,333.3,1018.2,38.7,10.9,142.1,12.2,5,2022-10-10T07:25:38,2022-10-10T18:28:16,0.52,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,2
648,2022-10-11,0.0,14.1,5.7,9.6,14.1,4.3,9.2,4.4,70.9,0.0,0,0.0,,0.0,0.0,14.9,10.9,112.7,1026.3,9.9,10.8,121.0,10.6,5,2022-10-11T07:27:19,2022-10-11T18:26:04,0.55,Clear,Clear conditions throughout the day.,clear-day,3
649,2022-10-12,1.0,15.1,8.9,12.2,15.1,7.8,11.9,9.2,82.6,0.74,100,25.0,rain,0.0,0.0,24.3,19.6,202.9,1020.1,59.2,10.3,76.0,6.6,3,2022-10-12T07:28:59,2022-10-12T18:23:53,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,4
650,2022-10-13,1.0,16.0,9.9,12.5,16.0,9.9,12.5,10.6,88.7,2.31,100,33.33,rain,0.0,0.0,16.6,10.8,284.1,1015.8,47.8,9.3,85.7,7.4,4,2022-10-13T07:30:41,2022-10-13T18:21:43,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,5
651,2022-10-14,1.0,14.1,10.9,12.1,14.1,10.9,12.1,10.9,92.6,1.091,100,20.83,rain,0.0,0.0,26.1,19.9,225.0,1009.9,63.0,9.2,58.6,5.1,3,2022-10-14T07:32:22,2022-10-14T18:19:33,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,6
652,2022-10-15,3.0,15.0,10.2,12.2,15.0,10.2,12.2,8.3,78.1,0.837,100,41.67,rain,0.0,0.0,45.0,27.4,205.8,1002.6,44.0,10.5,107.2,9.2,6,2022-10-15T07:34:04,2022-10-15T18:17:25,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,7
653,2022-10-16,2.0,15.1,9.0,12.4,15.1,6.6,12.0,8.9,80.4,6.147,100,41.67,rain,0.0,0.0,47.1,27.2,171.3,1007.5,49.9,9.9,105.9,9.0,5,2022-10-16T07:35:46,2022-10-16T18:15:17,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,8
654,2022-10-17,1.0,16.2,9.7,14.0,16.2,9.7,14.0,10.6,80.6,3.6,100,12.5,rain,0.0,0.0,46.4,22.2,216.3,1015.6,38.4,10.4,100.2,8.7,4,2022-10-17T07:37:28,2022-10-17T18:13:10,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,2
655,2022-10-18,0.0,17.0,6.8,11.8,17.0,4.8,11.4,9.0,83.6,0.162,100,8.33,rain,0.0,0.0,40.8,27.5,85.9,1025.6,28.7,9.7,102.7,9.0,4,2022-10-18T07:39:10,2022-10-18T18:11:03,0.78,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,3
656,2022-10-19,1.0,18.1,11.1,14.0,18.1,11.1,14.0,11.7,86.4,0.185,100,12.5,rain,0.0,0.0,53.2,38.7,84.0,1016.3,64.2,10.6,69.7,6.1,3,2022-10-19T07:40:53,2022-10-19T18:08:58,0.81,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,4
657,2022-10-20,4.0,16.0,12.0,14.1,16.0,12.0,14.1,12.3,89.1,2.909,100,33.33,rain,0.0,0.0,18.6,21.8,152.1,1006.1,46.1,10.1,58.9,5.2,3,2022-10-20T07:42:37,2022-10-20T18:06:54,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,5
658,2022-10-21,4.0,15.9,10.2,13.8,15.9,10.2,13.8,12.8,93.7,19.797,100,79.17,rain,0.0,0.0,45.4,27.7,157.1,998.0,79.2,8.9,42.8,3.8,2,2022-10-21T07:44:20,2022-10-21T18:04:51,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,6
659,2022-10-22,1.0,16.0,11.0,13.7,16.0,11.0,13.7,12.0,89.9,0.565,100,37.5,rain,0.0,0.0,35.1,21.7,182.9,1007.0,64.7,10.4,60.6,5.3,3,2022-10-22T07:46:04,2022-10-22T18:02:48,0.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,7
660,2022-10-23,3.0,17.1,11.1,14.0,17.1,11.1,14.0,12.7,91.9,13.743,100,75.0,rain,0.0,0.0,27.2,21.9,116.3,999.4,50.7,9.0,62.5,5.6,3,2022-10-23T07:47:48,2022-10-23T18:00:47,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,8
661,2022-10-24,2.0,15.0,11.0,12.3,15.0,11.0,12.3,11.0,92.2,6.138,100,62.5,rain,0.0,0.0,40.7,25.5,230.1,1001.8,70.0,9.6,74.8,6.6,3,2022-10-24T07:49:32,2022-10-24T17:58:47,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,2
662,2022-10-25,3.0,16.0,11.0,13.1,16.0,11.0,13.1,11.2,88.7,0.141,100,8.33,rain,0.0,0.0,30.7,25.4,158.9,1008.8,42.8,10.7,62.5,5.3,3,2022-10-25T07:51:17,2022-10-25T17:56:49,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,3
663,2022-10-26,3.0,17.0,13.0,14.9,17.0,13.0,14.9,12.3,85.4,0.954,100,20.83,rain,0.0,0.0,45.7,32.3,188.7,1008.0,65.2,10.2,91.0,7.8,4,2022-10-26T07:53:02,2022-10-26T17:54:51,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,4
664,2022-10-27,2.0,18.2,13.9,15.5,18.2,13.9,15.5,14.0,91.3,0.448,100,29.17,rain,0.0,0.0,32.0,20.2,154.9,1011.9,88.4,10.2,46.1,3.9,3,2022-10-27T07:54:47,2022-10-27T17:52:55,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,5
665,2022-10-28,3.0,16.9,12.0,14.6,16.9,12.0,14.6,11.8,83.9,0.758,100,20.83,rain,0.0,0.0,43.7,34.4,192.5,1013.2,41.1,10.6,75.6,6.6,4,2022-10-28T07:56:32,2022-10-28T17:51:00,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,6
666,2022-10-29,3.0,20.0,12.1,15.1,20.0,12.1,15.1,13.1,88.1,1.551,100,25.0,rain,0.0,0.0,30.4,25.7,145.8,1011.4,58.1,10.1,55.4,4.8,3,2022-10-29T07:58:17,2022-10-29T17:49:07,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,7
667,2022-10-30,1.0,15.1,11.5,13.4,15.1,11.5,13.4,11.6,88.7,0.912,100,16.67,rain,0.0,0.0,41.3,29.3,183.1,1012.3,65.4,10.4,53.2,4.8,3,2022-10-30T07:00:03,2022-10-30T16:47:15,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,8
668,2022-10-31,2.0,15.1,11.1,13.2,15.1,11.1,13.2,11.2,88.2,6.78,100,33.33,rain,0.0,0.0,30.8,25.4,141.8,1007.6,75.3,10.0,45.6,4.1,3,2022-10-31T07:01:48,2022-10-31T16:45:24,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,2
669,2022-11-01,6.0,13.0,8.2,10.7,13.0,4.6,9.7,7.6,81.0,13.708,100,75.0,rain,0.0,0.0,73.3,44.4,217.9,1004.0,61.3,10.3,50.1,4.4,2,2022-11-01T07:03:34,2022-11-01T16:43:35,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,3
670,2022-11-02,4.0,13.1,8.0,10.7,13.1,4.9,9.6,7.9,83.3,9.372,100,50.0,rain,0.0,0.0,65.4,38.7,193.3,1010.1,59.3,10.0,40.6,3.4,2,2022-11-02T07:05:20,2022-11-02T16:41:47,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,4
671,2022-11-03,2.0,11.1,7.4,9.1,11.1,5.7,8.2,7.4,89.4,11.044,100,79.17,rain,0.0,0.0,30.5,14.6,175.8,999.7,68.4,9.9,42.3,3.6,3,2022-11-03T07:07:06,2022-11-03T16:40:01,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,5
672,2022-11-04,2.0,11.1,6.0,8.3,11.1,2.8,6.5,5.4,82.7,1.165,100,12.5,rain,0.0,0.0,27.7,23.9,299.8,1011.6,34.5,10.7,78.7,6.8,3,2022-11-04T07:08:52,2022-11-04T16:38:17,0.36,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,6
673,2022-11-05,1.0,13.0,8.0,10.4,13.0,5.8,9.7,9.0,91.3,2.965,100,62.5,rain,0.0,0.0,40.8,24.4,201.9,1011.7,79.5,9.8,18.9,1.6,1,2022-11-05T07:10:38,2022-11-05T16:36:35,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,7
674,2022-11-06,1.0,12.0,9.1,10.0,12.0,5.9,9.2,8.5,91.0,3.966,100,50.0,rain,0.0,0.0,52.1,24.0,200.1,1001.8,63.0,10.0,31.5,2.6,2,2022-11-06T07:12:24,2022-11-06T16:34:54,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,8
675,2022-11-07,1.0,13.2,10.1,12.2,13.2,10.1,12.2,10.3,88.3,5.19,100,45.83,rain,0.0,0.0,74.7,45.9,186.9,1000.2,79.5,9.2,22.5,2.0,1,2022-11-07T07:14:09,2022-11-07T16:33:15,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,2
676,2022-11-08,2.0,12.2,9.2,10.9,12.2,6.3,10.7,8.3,84.4,11.959,100,58.33,rain,0.0,0.0,61.1,34.0,194.3,994.6,63.8,9.9,40.4,3.5,2,2022-11-08T07:15:55,2022-11-08T16:31:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,3
677,2022-11-09,4.0,12.1,9.1,10.1,12.1,6.2,9.5,8.0,86.8,2.675,100,45.83,rain,0.0,0.0,42.3,25.8,226.8,1006.0,52.2,10.5,43.6,3.8,3,2022-11-09T07:17:40,2022-11-09T16:30:03,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,4
678,2022-11-10,0.0,14.0,10.1,12.2,14.0,10.1,12.2,9.8,85.6,2.22,100,8.33,rain,0.0,0.0,44.1,31.0,195.2,1018.2,94.0,10.7,16.5,1.5,1,2022-11-10T07:19:25,2022-11-10T16:28:29,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,5
679,2022-11-11,3.0,15.0,11.1,13.5,15.0,11.1,13.5,11.0,85.4,0.0,0,0.0,rain,0.0,0.0,54.2,29.0,185.4,1023.6,97.7,10.7,31.6,2.6,3,2022-11-11T07:21:10,2022-11-11T16:26:58,0.6,Overcast,Cloudy skies throughout the day.,cloudy,6
680,2022-11-12,2.0,17.0,9.9,12.7,17.0,8.7,12.7,10.7,87.6,0.0,0,0.0,,0.0,0.0,29.0,23.7,132.7,1023.9,37.9,10.4,55.2,4.8,3,2022-11-12T07:22:55,2022-11-12T16:25:29,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,7
681,2022-11-13,2.0,16.0,11.1,13.0,16.0,11.1,13.0,11.0,88.1,0.091,100,8.33,rain,0.0,0.0,30.7,30.7,111.5,1016.7,15.9,9.0,54.0,4.6,3,2022-11-13T07:24:39,2022-11-13T16:24:02,0.66,Rain,Clear conditions throughout the day with morning rain.,rain,8
682,2022-11-14,2.0,14.0,8.1,11.4,14.0,6.4,11.0,10.1,91.8,0.593,100,12.5,rain,0.0,0.0,31.0,23.8,170.4,1007.1,75.8,8.6,23.4,2.1,2,2022-11-14T07:26:22,2022-11-14T16:22:37,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,2
683,2022-11-15,2.0,12.0,7.0,9.8,12.0,3.4,8.9,8.2,90.1,19.285,100,66.67,rain,0.0,0.0,51.8,33.0,176.7,992.2,72.2,8.3,25.8,2.1,2,2022-11-15T07:28:06,2022-11-15T16:21:15,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,3
684,2022-11-16,8.0,10.1,6.1,8.0,10.1,3.1,5.9,6.4,90.1,10.441,100,41.67,rain,0.0,0.0,34.8,27.6,112.1,986.1,69.3,9.3,32.6,2.9,2,2022-11-16T07:29:48,2022-11-16T16:19:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,4
685,2022-11-17,1.0,11.1,7.1,8.5,11.1,2.9,5.6,6.4,87.3,0.996,100,25.0,rain,0.0,0.0,41.3,36.0,265.1,987.1,51.6,10.9,49.6,4.4,2,2022-11-17T07:31:30,2022-11-17T16:18:37,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,5
686,2022-11-18,1.0,10.1,4.0,7.4,10.1,1.0,4.6,4.9,84.4,0.144,100,12.5,rain,0.0,0.0,40.2,30.9,266.8,1002.0,33.8,10.9,38.9,3.3,2,2022-11-18T07:33:11,2022-11-18T16:17:21,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,6
687,2022-11-19,2.0,9.1,2.9,5.7,9.0,-0.6,3.8,3.5,86.1,0.0,0,0.0,,0.0,0.0,15.3,14.3,239.5,1012.6,19.3,10.5,45.8,3.9,3,2022-11-19T07:34:51,2022-11-19T16:16:08,0.86,Clear,Clear conditions throughout the day.,clear-day,7
688,2022-11-20,2.0,9.1,5.9,7.5,7.0,3.1,4.9,5.4,86.9,6.008,100,50.0,rain,0.0,0.0,48.8,26.0,250.9,1008.3,39.7,10.0,41.0,3.4,3,2022-11-20T07:36:31,2022-11-20T16:14:58,0.89,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,8
689,2022-11-21,2.0,9.0,4.1,6.7,5.4,0.7,3.1,4.8,88.0,9.98,100,45.83,rain,0.0,0.0,69.0,47.3,215.4,992.1,50.8,9.1,13.3,1.2,1,2022-11-21T07:38:09,2022-11-21T16:13:50,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,2
690,2022-11-22,1.0,8.2,4.0,6.6,6.4,1.0,4.3,5.2,90.5,4.046,100,45.83,rain,0.0,0.0,27.0,16.1,239.2,988.8,69.2,10.3,50.8,4.3,3,2022-11-22T07:39:47,2022-11-22T16:12:45,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,3
691,2022-11-23,0.0,11.0,6.0,8.6,11.0,3.1,6.3,5.9,83.3,7.135,100,50.0,rain,0.0,0.0,59.3,34.7,204.5,990.0,78.8,9.5,50.0,4.3,3,2022-11-23T07:41:23,2022-11-23T16:11:42,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,4
692,2022-11-24,3.0,11.1,6.1,8.4,11.1,3.1,6.0,5.8,83.8,9.319,100,33.33,rain,0.0,0.0,73.3,45.8,186.6,999.6,57.1,10.1,17.9,1.5,1,2022-11-24T07:42:59,2022-11-24T16:10:42,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,5
693,2022-11-25,3.0,11.1,7.0,8.6,11.1,3.9,6.5,6.1,84.7,1.5,100,41.67,rain,0.0,0.0,43.4,22.0,230.7,1014.3,55.1,10.3,46.8,3.9,2,2022-11-25T07:44:33,2022-11-25T16:09:45,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,6
694,2022-11-26,3.0,12.0,8.0,10.1,12.0,5.8,9.2,8.3,88.5,1.744,100,33.33,rain,0.0,0.0,54.7,33.4,174.6,1019.1,63.0,9.2,18.0,1.6,1,2022-11-26T07:46:05,2022-11-26T16:08:51,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,7
695,2022-11-27,2.0,12.0,7.1,10.2,12.0,4.9,9.7,8.7,90.3,5.536,100,20.83,rain,0.0,0.0,34.7,20.7,201.1,1011.1,49.2,9.8,27.0,2.4,1,2022-11-27T07:47:37,2022-11-27T16:08:00,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,8
696,2022-11-28,1.0,9.1,4.0,7.0,7.3,1.2,4.9,5.4,89.7,0.228,100,16.67,rain,0.0,0.0,25.4,18.2,230.8,1008.5,19.7,10.1,47.4,4.0,2,2022-11-28T07:49:06,2022-11-28T16:07:11,0.16,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,2
697,2022-11-29,1.0,5.9,0.3,3.6,5.0,-2.1,2.1,3.1,96.8,0.271,100,12.5,rain,0.0,0.0,17.9,14.5,88.0,1019.2,69.0,3.5,14.4,1.3,1,2022-11-29T07:50:35,2022-11-29T16:06:26,0.19,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,3
698,2022-11-30,2.0,6.2,3.0,4.6,4.0,-0.2,2.0,4.5,99.3,0.107,100,4.17,rain,0.0,0.0,22.3,16.2,77.7,1024.2,93.6,2.2,13.0,1.1,1,2022-11-30T07:52:01,2022-11-30T16:05:44,0.25,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,4
699,2022-12-01,0.0,4.0,1.0,2.1,2.8,-2.7,-0.8,1.9,98.6,0.175,100,12.5,"rain,snow",0.0,0.0,14.9,12.5,77.2,1028.3,95.7,0.0,19.2,1.4,1,2022-12-01T07:53:26,2022-12-01T16:05:04,0.27,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,5
700,2022-12-02,2.0,4.1,-0.7,1.7,1.1,-4.0,-0.3,1.6,99.0,0.134,100,12.5,"rain,snow",0.0,0.0,30.7,18.5,36.2,1025.6,98.8,1.0,13.7,1.0,1,2022-12-02T07:54:49,2022-12-02T16:04:28,0.3,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,6
701,2022-12-03,1.0,5.1,3.1,4.2,1.4,-2.0,-0.1,2.6,89.2,0.0,0,0.0,,0.0,0.0,39.7,29.0,40.8,1020.6,83.4,9.9,15.1,1.3,1,2022-12-03T07:56:10,2022-12-03T16:03:55,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,7
702,2022-12-04,1.0,4.0,2.1,2.9,-0.4,-3.1,-1.7,1.4,89.8,0.034,100,4.17,rain,0.0,0.0,31.7,27.2,56.5,1016.4,96.4,8.6,6.8,0.6,0,2022-12-04T07:57:29,2022-12-04T16:03:25,0.37,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,8
703,2022-12-05,4.0,6.1,3.0,4.6,3.0,-1.1,0.8,3.5,92.5,0.03,100,4.17,rain,0.0,0.0,29.8,33.4,35.9,1021.9,98.4,8.9,20.0,1.8,1,2022-12-05T07:58:46,2022-12-05T16:02:59,0.41,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,2
704,2022-12-06,2.0,5.1,3.0,4.0,1.8,-1.1,0.7,2.3,88.6,0.075,100,4.17,rain,0.0,0.0,30.7,18.4,17.7,1024.0,90.5,10.2,31.2,2.7,2,2022-12-06T08:00:00,2022-12-06T16:02:35,0.44,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,3
705,2022-12-07,1.0,3.1,-0.1,1.5,1.9,-3.2,-0.9,-0.2,88.3,0.453,100,8.33,rain,0.0,0.0,17.4,14.2,359.1,1021.4,20.0,10.1,24.4,2.2,2,2022-12-07T08:01:13,2022-12-07T16:02:15,0.48,Rain,Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,4
706,2022-12-08,6.0,3.0,-2.1,0.5,2.0,-5.5,-2.0,-1.6,85.8,0.034,100,4.17,rain,0.0,0.0,14.0,10.8,13.3,1011.4,8.4,10.5,40.5,3.6,2,2022-12-08T08:02:23,2022-12-08T16:01:59,0.5,Rain,Clear conditions throughout the day with afternoon rain.,rain,5
707,2022-12-09,6.0,3.0,-3.9,-0.4,3.0,-7.1,-2.9,-2.2,87.5,0.0,0,0.0,,0.0,0.2,20.5,14.3,321.3,1008.8,28.2,10.7,37.0,3.3,2,2022-12-09T08:03:30,2022-12-09T16:01:45,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,6
708,2022-12-10,2.0,3.1,-0.3,1.0,0.2,-4.1,-2.0,-0.6,89.4,0.0,0,0.0,,0.0,1.3,14.8,14.5,222.8,1008.8,19.8,11.0,37.9,3.3,2,2022-12-10T08:04:35,2022-12-10T16:01:35,0.58,Clear,Clear conditions throughout the day.,clear-day,7
709,2022-12-11,2.0,0.2,-1.2,-0.1,-0.1,-4.3,-2.3,-0.5,97.3,0.261,100,12.5,"rain,snow",1.6,0.7,14.7,14.4,37.4,1006.7,92.8,4.4,10.2,0.9,1,2022-12-11T08:05:38,2022-12-11T16:01:29,0.61,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,8
710,2022-12-12,2.0,-0.2,-2.0,-1.5,-2.7,-7.5,-5.3,-2.0,96.2,0.0,0,0.0,snow,0.0,1.1,20.5,19.8,62.5,1007.7,98.8,6.3,12.1,1.0,1,2022-12-12T08:06:38,2022-12-12T16:01:26,0.64,Overcast,Cloudy skies throughout the day.,cloudy,2
711,2022-12-13,0.0,0.1,-2.0,-1.2,-4.5,-8.1,-6.4,-2.4,91.9,0.0,0,0.0,,0.0,0.1,28.2,24.0,70.2,1005.3,36.0,7.0,27.4,2.3,2,2022-12-13T08:07:35,2022-12-13T16:01:26,0.67,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,3
